Event_Title,Date,Time,Venue,Address,url,Latitude,Longitude
"Clutch 4 - feat. NAM-KHAR (Germany - Cyclic Law, Zazen Sound, Winter-Light)",2025-01-10,20:00,Nighthawks,"136 Johnston Street Collingwood, VIC 3066",https://www.eventbrite.com/e/clutch-4-feat-nam-khar-germany-cyclic-law-zazen-sound-winter-light-tickets-1090838540439?aff=ebdssbdestsearch,-37.799333,144.989527
Rufus Wainwright,2025-01-10,0:00,Melbourne Recital Centre,"31 Sturt St, Southbank VIC 3006, Australia",https://www.facebook.com/events/2477068575834143/?event_time_id=2477068579167476,-37.82408485,144.96758763141432
Melbourne Beach Tennis International '25,2025-01-10,07:00,West Beach Pavilion,"330A Beaconsfield Parade Saint Kilda West, VIC 3182",https://www.eventbrite.com/e/melbourne-beach-tennis-international-25-registration-1090402235439?aff=ebdssbdestsearch,-37.8582372,144.9682824
Unidos Vol.3: Kizomba & Bachata Festival Melbourne,2025-01-10,09:00,Second Story Studios,"222A Johnston Street Collingwood, VIC 3066",https://www.eventbrite.com/e/unidos-vol3-kizomba-bachata-festival-melbourne-tickets-897738278357?aff=ebdssbdestsearch,-37.799574,144.9924468
WHERE LOVE LIVES feat. BIRDEE (ITALY),2025-01-10,20:00,The Osborne Rooftop & Bar,"119 Commercial Road South Yarra, VIC 3141",https://www.eventbrite.com.au/e/where-love-lives-feat-birdee-italy-tickets-1092796877879?aff=ebdssbdestsearch,-37.8460714,144.9900667
"Jaded State live at Cherry Bar, Saturday Jan 11th",2025-01-11,20:00,"Cherry Bar, Little Collins Street, Melbourne VIC, Australia","68 Little Collins Street Melbourne, VIC 3000",https://www.eventbrite.com.au/e/jaded-state-live-at-cherry-bar-saturday-jan-11th-tickets-1086600875469?aff=ebdssbdestsearch,-37.8129293,144.9714986
Foss Presents  Day Party 01.,2025-01-11,16:00,Circus Bar,"199 Commercial Road South Yarra, VIC 3141",https://www.eventbrite.com.au/e/foss-presents-day-party-01-tickets-1095693140679?aff=ebdssbdestsearch,-37.8465589,144.993086
Natalie Jane - Sick To My Stomach Tour | Naarm / Melbourne,2025-01-11,20:00,Northcote Theatre,"216 High St, Northcote VIC 3070, Australia",https://www.facebook.com/events/3866748593568961/,-37.7737068,144.9982706
Outer Worlds Invades! - Ojay Australian Tour 2025,2025-01-11,19:00,Stay Gold,"133 Sydney Rd Brunswick Melbourne, VIC 3056",https://www.eventbrite.com.au/e/outer-worlds-invades-ojay-australian-tour-2025-tickets-1068894354789?aff=ebdssbdestsearch,-37.7743822,144.9606172
Pirainia - Vibing Sounds,2025-01-11,17:00,Craftsman's Corner Bar & Kitchen,"313 Lygon Street Brunswick East, VIC 3057",https://www.eventbrite.com/e/pirainia-vibing-sounds-tickets-1095839558619?aff=ebdssbdestsearch,-37.7687672,144.971832
"Clayton Childbirth education-Labour, Birth & Baby: 11th of Jan, 2025",2025-01-11,08:30,246 Clayton Rd,"246 Clayton Road Clayton, VIC 3168",https://www.eventbrite.com/e/clayton-childbirth-education-labour-birth-baby-11th-of-jan-2025-tickets-1081484301659?aff=ebdssbdestsearch,-37.9205757,145.1227608
The Burning Hell + Charlotte Le Lievre + Tanya Davis,2025-01-12,14:00,280 Sydney Rd,"280 Sydney Road Brunswick, VIC 3056",https://www.eventbrite.com.au/e/the-burning-hell-charlotte-le-lievre-tanya-davis-tickets-1049406130987?aff=ebdssbdestsearch,-37.7711488,144.9616353
MAYHEM | 40th Year Anniversary | Melbourne | Northcote Theatre,2025-01-12,0:00,Northcote Theatre,"216 High St, Northcote VIC 3070, Australia",https://www.facebook.com/events/1319565546117907/,-37.7737068,144.9982706
South Yarra Puppy Pub Crawl,2025-01-12,0:00,Temperance Hotel,"426 Chapel St, South Yarra VIC 3141, Australia",https://www.facebook.com/events/476113771540134/,-37.84306185,144.99489592695178
Ollie Dempsey 'The Rising Star' LIVE in Melbourne!,2025-01-13,19:00,Union Hotel,"252 Union Road Ascot Vale, VIC 3032",https://www.eventbrite.com.au/e/ollie-dempsey-the-rising-star-live-in-melbourne-tickets-1075292602119?aff=ebdssbdestsearch,-37.7719588,144.9163478
Etching #1 - Hard Ground & Soft Ground,2025-01-14,10:00,Australian Print Workshop,"210 Gertrude Street Fitzroy, VIC 3065",https://www.eventbrite.com.au/e/etching-1-hard-ground-soft-ground-tickets-1023090750977?aff=ebdssbdestsearch,-37.8064244,144.9815567
Endgame Academy Soccer Clinic,2025-01-14,09:00,Mackie Road Neighbourhood House,"36 - 42 Mackie Road Mulgrave, VIC 3170",https://www.eventbrite.com.au/e/endgame-academy-soccer-clinic-registration-1066604285129?aff=ebdssbdestsearch,-37.9262514,145.16249
Traditional Leatherwork: Dog Collar or Belt with Alison Berton,2025-01-15,10:00,Leffler Leather,"171 Kensington Road West Melbourne, VIC 3003",https://www.eventbrite.com.au/e/traditional-leatherwork-dog-collar-or-belt-with-alison-berton-tickets-1086663041409?aff=ebdssbdestsearch,-37.8000316,144.9177826
Etching #2 - Aquatint & Sugarlift,2025-01-16,10:00,Australian Print Workshop,"210 Gertrude St Fitzroy, VIC 3065",https://www.eventbrite.com.au/e/etching-2-aquatint-sugarlift-registration-1023096708797?aff=ebdssbdestsearch,-37.8064244,144.9815567
Riot Underage ft Colin Hennerz + Alyssa (January 16th 2025),2025-01-16,17:00,Chasers Venue,"386 Chapel Street South Yarra, VIC 3141",https://www.eventbrite.com.au/e/riot-underage-ft-colin-hennerz-alyssa-january-16th-2025-tickets-1037681381947?aff=ebdssbdestsearch,-37.8459028,144.9947039
Benson Boone,2025-01-16,20:00,Festival Hall,"300 Dudley St, West Melbourne VIC 3003, Australia",https://www.facebook.com/events/3773086809629510/,-37.8098193,144.9508057
The Business of Art - CONFERENCE - 2025,2025-01-16,09:00,Zagame's House,"66 Lygon Street Carlton, VIC 3053",https://www.eventbrite.com.au/e/the-business-of-art-conference-2025-tickets-1039601575297?aff=ebdssbdestsearch,-37.8051997,144.9663893
VPC 'SUMMA Program Launch Party,2025-01-17,18:00,Victorian Pride Centre,"81 Fitzroy Street #79 St Kilda, VIC 3182",https://www.eventbrite.com.au/e/vpc-summa-program-launch-party-tickets-1095832728189?aff=ebdssbdestsearch,-37.8607233,144.9762696
Brickvention 2025 Convention Day,2025-01-17,8:00,Royal Exhibition Building,"9 Nicholson Street Carlton, VIC 3053",https://www.eventbrite.com.au/e/brickvention-2025-convention-day-tickets-942673029407?aff=ebdssbdestsearch,-37.8046864,144.9716488
"Friday Night With Aimee Francis- Live at LOEV, Jan 17th",2025-01-17,18:30,LOEV,"77 Keys Road Moorabbin, VIC 3189",https://www.eventbrite.com.au/e/friday-night-with-aimee-francis-live-at-loev-jan-17th-tickets-1050312622327?aff=ebdssbdestsearch,-37.9484271,145.067727
Bachata Corazon Anniversary Weekend 2025,2025-01-17,19:00,The Space Dance & Arts Centre,"318 Chapel Street Prahran, VIC 3181",https://www.eventbrite.com.au/e/bachata-corazon-anniversary-weekend-2025-tickets-944919277997?aff=ebdssbdestsearch,-37.847686,144.994213
Lemonade Stand Melbourne - The Business School For Kids (Jan '25 Holidays),2025-01-17,09:00,"Ground floor, 500 Bourke St","500 Bourke Street Melbourne, VIC 3000",https://www.eventbrite.com.au/e/lemonade-stand-melbourne-the-business-school-for-kids-jan-25-holidays-tickets-1094922786529?aff=ebdssbdestsearch,-37.81470059999999,144.9584657
Benson Boone,2025-01-17,20:00,Festival Hall,"300 Dudley St, West Melbourne VIC 3003, Australia",https://www.facebook.com/events/1484740649070879/,-37.8098193,144.9508057
"MDC 15 Years w/ Fantastic Man, Sanctuary, Myles Mac & DJ Possum + more",2025-01-17,0:00,24 Moons,"2 Arthurton Rd, Northcote VIC 3070, Australia",https://www.facebook.com/events/593222526602147/,-37.7691418,144.9982614
This Never Happened 2025 | Naarm/Melbourne,2025-01-17,20:00,170 Russell,"170 Russell St, Melbourne VIC 3000, Australia",https://www.facebook.com/events/975953531218310/,-37.8120109,144.9679369
Xclusive  The Show | By MenXclusive Melbourne 18 JAN,2025-01-18,19:00,Platform One,"375 Flinders Street Melbourne, VIC 3000",https://www.eventbrite.com.au/e/xclusive-the-show-by-menxclusive-melbourne-18-jan-tickets-980932935817?aff=ebdssbdestsearch,-37.8191789,144.9621961
Carnegie Hall - Dutch Club,2025-01-18,0:00,Carnegie Hall,"60 Rosstown Rd, Carnegie VIC 3163, Australia",https://www.facebook.com/events/527728613533913/,-37.8864262,145.05686284914034
Jalen Ngonda Australia 2025 | Naarm / Melbourne,2025-01-18,19:00,Northcote Theatre,"216 High St, Northcote VIC 3070, Australia",https://www.facebook.com/events/423219557040073/,-37.7737068,144.9982706
"Clayton Childbirth education-Labour, Birth & Baby: 18th of Jan, 2025",2025-01-18,08:30,246 Clayton Rd,"246 Clayton Road Clayton, VIC 3168",https://www.eventbrite.com/e/clayton-childbirth-education-labour-birth-baby-18th-of-jan-2025-tickets-1081489938519?aff=ebdssbdestsearch,-37.9205757,145.1227608
Connect & Elevate,2025-01-18,11:00,69 Butler St,"69 Butler Street Richmond, VIC 3121",https://www.eventbrite.com/e/connect-elevate-tickets-1071537309939?aff=ebdssbdestsearch,-37.81052469999999,144.9958353
EMO PIRATE PARTY 2 - EMO NIGHT MELBOURNE 2025,2025-01-18,20:00,Deluxe Bar,"595 Mt Alexander Rd Moonee Ponds, VIC 3039",https://www.eventbrite.com.au/e/emo-pirate-party-2-emo-night-melbourne-2025-tickets-1075312090409?aff=ebdssbdestsearch,-37.768313,144.925046
Heretic Frequency presents Ransom Revue and Whisperhead,2025-01-18,19:00,Bad Decisions Bar,"46 Johnston Street Fitzroy, VIC 3065",https://www.eventbrite.com.au/e/heretic-frequency-presents-ransom-revue-and-whisperhead-tickets-1086561898889?aff=ebdssbdestsearch,-37.7982682,144.9762913
Factor B: Theatre of the Mind: Bloom,2025-01-18,22:00,Royal Melbourne Hotel,"629 Bourke St Melbourne VIC 3000, VIC 3000",https://www.eventbrite.com.au/e/factor-b-theatre-of-the-mind-bloom-tickets-1089560267089?aff=ebdssbdestsearch,-37.8168528,144.9552468
Summer singles mingle - Ages 40+,2025-01-19,14:00,Pier Port Melbourne,"1 Bay Street Port Melbourne, VIC 3207",https://www.eventbrite.com.au/e/summer-singles-mingle-ages-40-tickets-1095733491369?aff=ebdssbdestsearch,-37.8428269,144.9380888
"Learn stand-up comedy in Melbourne this January, 2025",2025-01-19,06:30,Limerick Arms Hotel,"364 Clarendon Street South Melbourne, VIC 3205",https://www.eventbrite.com.au/e/learn-stand-up-comedy-in-melbourne-this-january-2025-tickets-1015928047137?aff=ebdssbdestsearch,-37.8354919,144.9614344
"International Hug Day: tea, chats and hugs.",2025-01-19,14:30,Melbourne Shiatsu Fitzroy,"43 Rose Street Fitzroy Melbourne, VIC 3065",https://www.eventbrite.com.au/e/international-hug-day-tea-chats-and-hugs-tickets-1049234638047?aff=ebdssbdestsearch,-37.7956163,144.9769211
Vision Board Workshop,2025-01-19,12:00,Amanda Meryle Photography Studio,"Frensham Rd Macleod, VIC 3085",https://www.eventbrite.com/e/vision-board-workshop-tickets-1061940615969?aff=ebdssbdestsearch,-37.7167002,145.0850334
Summer Sangha for the Soul - 4 Day Immersion of Yoga & Tantric Philosophy.,2025-01-20,06:45,Centre of You,"Upstairs, 217 Chapel St Prahran Melbourne, VIC 3181",https://www.eventbrite.com.au/e/summer-sangha-for-the-soul-4-day-immersion-of-yoga-tantric-philosophy-tickets-1079124784279?aff=ebdssbdestsearch,-37.8509316,144.9933031
Creative Facilitation: Bring Your Meetings & Training to Life #27,2025-01-21,09:30,The Larwill Studio,"48 Flemington Road Parkville, VIC 3000",https://www.eventbrite.com.au/e/creative-facilitation-bring-your-meetings-training-to-life-27-tickets-952319823227?aff=ebdssbdestsearch,-37.79496090000001,144.9497837
"Summer 2025 School Holidays Creative Workshop: Hair, Beauty, MakeUp",2025-01-21,10:00,The Masters Institute of Creative Education,"185 Spring Street #2 Melbourne, VIC 3000",https://www.eventbrite.com.au/e/summer-2025-school-holidays-creative-workshop-hair-beauty-makeup-tickets-1086576542689?aff=ebdssbdestsearch,-37.810315,144.9722181
The Quantum Health Experience - Melbourne - 21st January,2025-01-21,09:30,Crown Towers Melbourne,"8 Whiteman Street Southbank, VIC 3006",https://www.eventbrite.com.au/e/the-quantum-health-experience-melbourne-21st-january-tickets-1050303956407?aff=ebdssbdestsearch,-37.82343669999999,144.9580861
Monotype,2025-01-21,10:00,Australian Print Workshop,"210 Gertrude Street Fitzroy, VIC 3065",https://www.eventbrite.com.au/e/monotype-registration-1023115304417?aff=ebdssbdestsearch,-37.8064244,144.9815567
"ASME Vic Summer Conference: Ready, Set, Go - Primary and Secondary Music!",2025-01-22,09:00,Kwong Lee Dow Building,"Music Studio Q503, Level 5 234 Queensberry Street Carlton, VIC 3053",https://www.eventbrite.com.au/e/asme-vic-summer-conference-ready-set-go-primary-and-secondary-music-tickets-1079065085719?aff=ebdssbdestsearch,-37.8039794,144.9607534
2025 Diversity and Inclusion in Sport Forum: Belonging in Sport,2025-01-22,10:00,"The Edge, Fed Square","Flinders Street Melbourne, VIC 3000",https://www.eventbrite.com.au/e/2025-diversity-and-inclusion-in-sport-forum-belonging-in-sport-tickets-1075283063589?aff=ebdssbdestsearch,-37.8185815,144.9637799
TiPS Program Showcase,2025-01-22,19:00,Victorian Pride Centre,"79-81 Fitzroy Street St Kilda, VIC 3182",https://www.eventbrite.com.au/e/tips-program-showcase-tickets-1095812718339?aff=ebdssbdestsearch,-37.860684,144.976346
I See Stars // Melbourne // Max Watts // + Wind Walkers // 18+,2025-01-22,19:00,Max Watts,"125 Swanston St, Melbourne VIC 3000, Australia",https://www.facebook.com/events/8298745216878326/,-37.8147557,144.9659879
Woody's Bush Cabaret,2025-01-22,0:00,Melbourne Recital Centre,"31 Sturt St, Southbank VIC 3006, Australia",https://www.facebook.com/events/3575074122786133/,-37.82408485,144.96758763141432
PLAY DATE by All The Queens Men,2025-01-22,10:30,Melbourne Recital Centre,"31 Sturt St, Southbank VIC 3006, Australia",https://www.facebook.com/events/868972442057756/,-37.82408485,144.96758763141432
Monoprint,2025-01-23,10:00,Australian Print Workshop,"210 Gertrude Street Fitzroy, VIC 3065",https://www.eventbrite.com.au/e/monoprint-registration-1023126748647?aff=ebdssbdestsearch,-37.8064244,144.9815567
Cinderella with Inventi Ensemble,2025-01-23,0:00,Melbourne Recital Centre,"31 Sturt St, Southbank VIC 3006, Australia",https://www.facebook.com/events/1174263241369695/,-37.82408485,144.96758763141432
Eat The Beat : HARD BEATS ft. CREEDS [FR],2025-01-24,21:00,New Guernica,"64 Smith Street Collingwood, VIC 3066",https://www.eventbrite.com.au/e/eat-the-beat-hard-beats-ft-creeds-fr-tickets-1037335798297?aff=ebdssbdestsearch,-37.8062529,144.9832565
Responding to Disclosures of Sexual Assault Workshop,2025-01-24,09:30,"210 Lonsdale Street Ground level, Room Balam-balam, Melbourne, VIC 3000","210 Lonsdale Street Melbourne, VIC 3000",https://www.eventbrite.com.au/e/responding-to-disclosures-of-sexual-assault-workshop-tickets-1008925873447?aff=ebdssbdestsearch,-37.8108823,144.9657655
Aroop Roy (UK) + Oreku (CA): 5 years of OWOS,2025-01-24,0:00,24 Moons,"2 Arthurton Rd, Northcote VIC 3070, Australia",https://www.facebook.com/events/555964020542244/,-37.7691418,144.9982614
Vengaboys - 90's Mania,2025-01-24,19:30,Festival Hall,"300 Dudley St, West Melbourne VIC 3003, Australia",https://www.facebook.com/events/1276774176572619/,-37.8098193,144.9508057
Aroop Roy (UK) + Oreku (CA): 5 years of OWOS,2025-01-24,22:00,24 Moons,"2 Arthurton Road Northcote, VIC 3070",https://www.eventbrite.com/e/aroop-roy-uk-oreku-ca-5-years-of-owos-tickets-1088411641519?aff=ebdssbdestsearch,-37.769148,144.9982808
The Hard Quartet at the Northcote Theatre ,2025-01-25,19:00,Northcote Theatre,"216 High St, Northcote VIC 3070, Australia",https://www.facebook.com/events/1691189431676087/,-37.7737068,144.9982706
Damien Rice,2025-01-25,20:00,Palais Theatre,"Lower Esplanade, St Kilda VIC 3182, Australia",https://www.facebook.com/events/543055891463888/,-37.86708671,144.97599656199426
Summer Series: Culture Shock & 1991,2025-01-25,21:00,Platform One,"375 Flinders Street Melbourne, VIC 3000",https://www.eventbrite.com.au/e/summer-series-culture-shock-1991-tickets-1097865879399?aff=ebdssbdestsearch,-37.8191789,144.9621961
Purple Disco Machine MELB - Sat 25 Jan,2025-01-25,15:00,Riviera Beach Club,"42B Marine Parade Elwood, VIC 3184",https://www.eventbrite.com.au/e/purple-disco-machine-melb-sat-25-jan-tickets-1003332042147?aff=ebdssbdestsearch,-37.8754261,144.9750806
DANGEROUS GOODS 4XXL,2025-01-25,14:00,PICA (Port Melbourne Industrial Centre for the Arts),"11 Woolboard Road Port Melbourne, VIC 3207",https://www.eventbrite.com.au/e/dangerous-goods-4xxl-tickets-928323930867?aff=ebdssbdestsearch,-37.8301643,144.9242889
DANGEROUS GOODS 4XXL - BLACK FRIDAY SALE!,2025-01-25,14:00,PICA (Port Melbourne Industrial Centre for the Arts),"11 Woolboard Road Port Melbourne, VIC 3207",https://www.eventbrite.com.au/e/dangerous-goods-4xxl-black-friday-sale-tickets-928323930867?aff=ebdssbdestsearch,-37.8301107,144.92517077127118
"An Evening with Spirit with Sarah Jeffery, Biagio Tropeano and Paul Jacobs",2025-01-25,19:30,Brunswick Spiritual Lyceum Church,"259 Victoria Street Brunswick, VIC 3056",https://www.eventbrite.com.au/e/an-evening-with-spirit-with-sarah-jeffery-biagio-tropeano-and-paul-jacobs-tickets-987828590907?aff=ebdssbdestsearch,-37.7669238,144.9635498
Extra Life Markets (Stallholders),2025-01-26,14:00,Fortress Melbourne,"23 Caledonian Lane Melbourne, VIC 3000",https://www.eventbrite.com.au/e/extra-life-markets-stallholders-tickets-1070291734389?aff=ebdssbdestsearch,-37.8120726,144.9637077
"(MELBOURNE,AUS)BLESSED & UNSTOPPABLE: Billy Alsbrooks Life Changing Seminar",2025-01-26,13:00,DoubleTree by Hilton Hotel Melbourne - Flinders Street,"270 Flinders Street Melbourne, VIC 3000",https://www.eventbrite.com/e/melbourneausblessed-unstoppable-billy-alsbrooks-life-changing-seminar-tickets-776753750377?aff=ebdssbdestsearch,-37.8178608,144.9654542
Soft Play | Melbourne,2025-01-27,19:00,170 Russell,"170 Russell St, Melbourne VIC 3000, Australia",https://www.facebook.com/events/853786726543518/,-37.8120109,144.9679369
Woodcut,2025-01-28,10:00,Australian Print Workshop,"210 Gertrude St Fitzroy, VIC 3065",https://www.eventbrite.com.au/e/woodcut-tickets-1023180529507?aff=ebdssbdestsearch,-37.8064244,144.9815567
"4 Day Project Management  In-Person Training In Rockford, IL",2025-01-28,23:00,220 Spencer St,"220 Spencer Street Melbourne, VIC 3000",https://www.eventbrite.com/e/4-day-project-management-in-person-training-in-rockford-il-tickets-959877277777?aff=ebdssbdestsearch,-37.8153301,144.952659
"10TH ANNIVERSARY OF ""RUDE"" MAGIC! AUSTRALIA TOUR | WEDNESDAY 29 JANUARY | 170 RUSSELL, MELBOURNE",2025-01-29,19:30,170 Russell,"170 Russell St, Melbourne VIC 3000, Australia",https://www.facebook.com/events/1220043875653446/,-37.8120109,144.9679369
Linocut,2025-01-30,10:00,Australian Print Workshop,"210 Gertrude St Fitzroy, VIC 3065",https://www.eventbrite.com.au/e/linocut-tickets-1024450528107?aff=ebdssbdestsearch,-37.8064244,144.9815567
ESCAPE BAND @ Lucky 13 Garage Moorabbin,2025-01-31,20:00,Lucky 13 Garage,"8 Cochranes Rd, Moorabbin VIC 3189, Australia",https://www.facebook.com/events/1700030870570196/,-37.94349189,145.07036236060654
Alchemy | Starlight: The Open Air Trance & Progressive Rooftop Boat Party!,2025-02-01,18:00,Party Boat Cruises,"131 Harbour Esplanade Docklands, VIC 3008",https://www.eventbrite.com.au/e/alchemy-starlight-the-open-air-trance-progressive-rooftop-boat-party-tickets-1098277661049?aff=ebdssbdestsearch,-37.81707129999999,144.9453813
Wheatus (Acoustic) - Dirtbags Across Australia Tour at The Thornbury Theatre ,2025-02-01,20:00,The Thornbury Theatre,"859 High St, Thornbury VIC 3071, Australia",https://www.facebook.com/events/1197972961278342/,-37.754662,145.0011167
The Flaming Lips perform Yoshimi Battles the Pink Robots,2025-02-01,18:30,Festival Hall,"300 Dudley St, West Melbourne VIC 3003, Australia",https://www.facebook.com/events/1030591665135268/,-37.8098193,144.9508057
WIJ High Tea,2025-02-01,12:30,9 Nicholson St,"9 Nicholson Street Carlton, VIC 3053",https://www.eventbrite.com.au/e/wij-high-tea-tickets-1060508873589?aff=ebdssbdestsearch,-37.80468640000001,144.9716488
2025 - Ratio Cocoa Roasters behind the scenes chocolate factory tour,2025-02-01,11:00,Ratio Cocoa Roasters,"186 Sydney Road Brunswick, VIC 3056",https://www.eventbrite.com.au/e/2025-ratio-cocoa-roasters-behind-the-scenes-chocolate-factory-tour-tickets-775425427327?aff=ebdssbdestsearch,-37.773584,144.961394
JIF Summer Social,2025-02-01,17:00,9 Nicholson St,"9 Nicholson Street Carlton, VIC 3053",https://www.eventbrite.com.au/e/jif-summer-social-tickets-1060515633809?aff=ebdssbdestsearch,-37.80468640000001,144.9716488
TBA,2025-02-01,21:00,LUX Nightclub Melbourne,"373 Chapel Street #Level 1 South Yarra, VIC 3141",https://www.eventbrite.com.au/e/tba-tickets-927779883607?aff=ebdssbdestsearch,-37.846028,144.994078
Melbourne Zoo Wildlife Photography Course-Wildlife Photography Course,2025-02-01,09:30,Melbourne Zoo,"Elliott Ave Parkville, VIC 3052",https://www.eventbrite.com.au/e/melbourne-zoo-wildlife-photography-course-wildlife-photography-course-tickets-998355457047?aff=ebdssbdestsearch,-37.7884387,144.9493645
Follies,2025-02-01,14:00,Palais Theatre,"Lower Esplanade, St Kilda VIC 3182, Australia",https://www.facebook.com/events/1260436821802650/,-37.86708671,144.97599656199426
Villa Alba Museum 2nd February Open Day,2025-02-02,13:00,Villa Alba Museum,"44 Walmer Street Kew, VIC 3101",https://www.eventbrite.com.au/e/villa-alba-museum-2nd-february-open-day-tickets-1089281182339?aff=ebdssbdestsearch,-37.8051441,145.0112191
SURGE: Reality Creation Workshop and Timeline Jump on the 2/2 Portal,2025-02-02,09:30,Ashburton Community Centre,"160 High Street Ashburton, VIC 3147",https://www.eventbrite.com.au/e/surge-reality-creation-workshop-and-timeline-jump-on-the-22-portal-tickets-1043414479797?aff=ebdssbdestsearch,-37.8634388,145.0773426
Umbrella Decorating Workshop,2025-02-02,13:30,Duldig Studio Museum & Sculpture Garden,"92 Burke Road East Malvern, VIC 3145",https://www.eventbrite.com.au/e/umbrella-decorating-workshop-tickets-1076236555509?aff=ebdssbdestsearch,-37.8689721,145.0498034
Follies,2025-02-03,19:30,Palais Theatre,"Lower Esplanade, St Kilda VIC 3182, Australia",https://www.facebook.com/events/415132071664210/,-37.86708671,144.97599656199426
3rd ANZ Biologics Festival 2025 (NON-APAC Biopharma/Academic),2025-02-04,09:00,"Crown Conference Centre, Melbourne","Crown Promenade, Crown Melbourne 8 Whiteman Street Southbank, VIC 3006",https://www.eventbrite.sg/e/3rd-anz-biologics-festival-2025-non-apac-biopharmaacademic-tickets-851330280787?aff=ebdssbdestsearch,-37.8238012,144.9598397
3rd ANZ Biologics Festival 2025 (APAC Biopharma/Academic),2025-02-04,09:00,"Crown Conference Centre, Melbourne","Crown Promenade, Crown Melbourne 8 Whiteman Street Southbank, VIC 3006",https://www.eventbrite.sg/e/3rd-anz-biologics-festival-2025-apac-biopharmaacademic-tickets-1037687750997?aff=ebdssbdestsearch,-37.8238012,144.9598397
"Gut, Set, Focus!  Rewiring Adult ADHD Through Your Second Brain",2025-02-05,19:00,Flourish Health Group,"5 Beaumaris Parade Highett, VIC 3190",https://www.eventbrite.com.au/e/gut-set-focus-rewiring-adult-adhd-through-your-second-brain-tickets-998919985567?aff=ebdssbdestsearch,-37.9544088,145.0343668
Onsite:  Wed 14:00-15:30  Feb 5 + 12 (Vietnamese),2025-02-05,14:00,The Royal Women's Hospital,"20 Flemington Road Parkville, VIC 3052",https://www.eventbrite.com.au/e/onsite-wed-1400-1530-feb-5-12-vietnamese-tickets-1088306797929?aff=ebdssbdestsearch,-37.7989848,144.9550748
An Evening with Elizabeth Gilbert in Melbourne,2025-02-05,19:30,Melbourne Town Hall,"130 Swanston Street #90 Melbourne, VIC 3000",https://www.eventbrite.ca/e/an-evening-with-elizabeth-gilbert-in-melbourne-tickets-837303095097?aff=ebdssbdestsearch,-37.81469,144.9664454
Onsite:  Thur 10:00-11:30.   Feb 6 + 13 (Chinese),2025-02-06,10:00,The Royal Women's Hospital,"20 Flemington Road Parkville, VIC 3052",https://www.eventbrite.com.au/e/onsite-thur-1000-1130-feb-6-13-chinese-tickets-1088305443879?aff=ebdssbdestsearch,-37.7989848,144.9550748
The Society for Risk Analysis AU & NZ Annual Conference 2025,2025-02-06,09:00,The University of Melbourne,"The University of Melbourne Parkville, VIC 3010",https://www.eventbrite.com.au/e/the-society-for-risk-analysis-au-nz-annual-conference-2025-tickets-1004169807927?aff=ebdssbdestsearch,-37.7983459,144.960974
BIG BEATS BOUTIQUE,2025-02-07,00:00,Wax Music Lounge,"250 Flinders St, Melbourne VIC 3000, Australia",https://www.facebook.com/events/3687011121444584/,-37.8176298,144.9661635
[ALL AGES SHOW] THE ULTIMATE TAYLOR SWIFT SHOW brought to you by REPUTATION,2025-02-07,19:00,Pockets Tullamarine,"217 Mickleham Road #11 Tullamarine, VIC 3049",https://www.eventbrite.com.au/e/all-ages-show-the-ultimate-taylor-swift-show-brought-to-you-by-reputation-tickets-1027605915957?aff=ebdssbdestsearch,-37.6854021,144.8807298
LUKE COMBS AFTERPARTY MELBOURNE FRI 7TH - ON SALE,2025-02-07,22:00,Inflation Entertainment Complex,"60 King Street Melbourne, VIC 3000",https://www.eventbrite.com.au/e/luke-combs-afterparty-melbourne-fri-7th-on-sale-tickets-1029887911467?aff=ebdssbdestsearch,-37.8188863,144.9571605
LUKE COMBS UNOFFICIAL AFTER PARTY | Melbourne  | Fri Feb 7,2025-02-07,21:00,Royal Melbourne Hotel,"629 Bourke Street Melbourne, VIC 3000",https://www.eventbrite.com.au/e/luke-combs-unofficial-after-party-melbourne-fri-feb-7-tickets-1072679616609?aff=ebdssbdestsearch,-37.8168528,144.9552468
"𝐇𝐄𝐃 𝐏.𝐄. | Max Watts, Melbourne",2025-02-07,19:00,Max Watts,"125 Swanston St, Melbourne VIC 3000, Australia",https://www.facebook.com/events/1290322788629722/,-37.8147557,144.9659879
LUKE COMBS UNOFFICIAL AFTER PARTY | Melbourne | Fri Feb 7,2025-02-07,0:00,Bourke Street Courtyard,"629 Bourke St, Melbourne VIC 3004, Australia",https://www.facebook.com/events/801690638663037/,-37.8167994,144.9552063
Windwaker 'Hyperviolence' Aus Tour – Melbourne ,2025-02-07,18:15,170 Russell,"170 Russell St, Melbourne VIC 3000, Australia",https://www.facebook.com/events/1054140219544876/,-37.8120109,144.9679369
[ALL AGES SHOW] THE ULTIMATE TAYLOR SWIFT SHOW brought to you by REPUTATION,2025-02-08,14:00,Pockets Moorabbin,"168 Chesterville Road Cheltenham, VIC 3192",https://www.eventbrite.com.au/e/all-ages-show-the-ultimate-taylor-swift-show-brought-to-you-by-reputation-tickets-1027598563967?aff=ebdssbdestsearch,-37.9481004,145.059588
MoonSong One Day Workshop,2025-02-08,09:00,Carnegie- details provided on booking,"Address provided on booking CARNEGIE, VIC 3163",https://www.eventbrite.com.au/e/moonsong-one-day-workshop-registration-977003051427?aff=ebdssbdestsearch,-37.8891994,145.0570577
